Schlüsselnummer;Name der Regionaleinheit;Stand Tagesdatum;Stand Uhrzeit;Stimmberechtigte;Wähler;Wahlbeteiligung in %;Veränderung der Wahlbeteiligung gegenüber 2013 in %-P.;abgegebene Erststimmen insgesamt 2018;abgegebene Erststimmen insgesamt 2013;gültige Erststimmen insgesamt 2018;gültige Erststimmen insgesamt 2013;ungültige Erststimmen 2018;ungültige Erststimmen 2013;abgegebene Zweitstimmen insgesamt 2018;abgegebene Zweitstimmen insgesamt 2013;gültige Zweitstimmen insgesamt 2018;gültige Zweitstimmen insgesamt 2013;ungültige Zweitstimmen 2018;ungültige Zweitstimmen 2013;abgegebene Gesamtstimmen insgesamt 2018;abgegebene Gesamtstimmen insgesamt 2013;gültige Gesamtstimmen insgesamt 2018;gültige Gesamtstimmen insgesamt 2013;ungültige Gesamtstimmen 2018;ungültige Gesamtstimmen 2013;Partei mit Erststimmenmehrheit;Bewerber mit Erststimmenmehrheit;Parteiname;Bewerber CSU;Erststimmen CSU 2018;Erststimmen CSU 2013;Zweitstimmen CSU 2018;Zweitstimmen CSU 2013; Gesamtstimmen CSU 2018;Gesamtstimmen CSU 2013;Parteiname;Bewerber SPD;Erststimmen SPD 2018;Erststimmen SPD 2013;Zweitstimmen SPD 2018;Zweitstimmen SPD 2013; Gesamtstimmen SPD 2018;Gesamtstimmen SPD 2013;Parteiname;Bewerber FREIE WÄHLER;Erststimmen FREIE WÄHLER 2018;Erststimmen FREIE WÄHLER 2013;Zweitstimmen FREIE WÄHLER 2018;Zweitstimmen FREIE WÄHLER 2013; Gesamtstimmen FREIE WÄHLER 2018;Gesamtstimmen FREIE WÄHLER 2013;Parteiname;Bewerber GRÜNE;Erststimmen GRÜNE 2018;Erststimmen GRÜNE 2013;Zweitstimmen GRÜNE 2018;Zweitstimmen GRÜNE 2013; Gesamtstimmen GRÜNE 2018;Gesamtstimmen GRÜNE 2013;Parteiname;Bewerber FDP;Erststimmen FDP 2018;Erststimmen FDP 2013;Zweitstimmen FDP 2018;Zweitstimmen FDP 2013; Gesamtstimmen FDP 2018;Gesamtstimmen FDP 2013;Parteiname;Bewerber DIE LINKE;Erststimmen DIE LINKE 2018;Erststimmen DIE LINKE 2013;Zweitstimmen DIE LINKE 2018;Zweitstimmen DIE LINKE 2013; Gesamtstimmen DIE LINKE 2018;Gesamtstimmen DIE LINKE 2013;Parteiname;Bewerber BP;Erststimmen BP 2018;Erststimmen BP 2013;Zweitstimmen BP 2018;Zweitstimmen BP 2013; Gesamtstimmen BP 2018;Gesamtstimmen BP 2013;Parteiname;Bewerber ÖDP;Erststimmen ÖDP 2018;Erststimmen ÖDP 2013;Zweitstimmen ÖDP 2018;Zweitstimmen ÖDP 2013; Gesamtstimmen ÖDP 2018;Gesamtstimmen ÖDP 2013;Parteiname;Bewerber PIRATEN;Erststimmen PIRATEN 2018;Erststimmen PIRATEN 2013;Zweitstimmen PIRATEN 2018;Zweitstimmen PIRATEN 2013; Gesamtstimmen PIRATEN 2018;Gesamtstimmen PIRATEN 2013;Parteiname;Bewerber DIE FRANKEN;Erststimmen DIE FRANKEN 2018;Erststimmen DIE FRANKEN 2013;Zweitstimmen DIE FRANKEN 2018;Zweitstimmen DIE FRANKEN 2013; Gesamtstimmen DIE FRANKEN 2018;Gesamtstimmen DIE FRANKEN 2013;Parteiname;Bewerber AfD;Erststimmen AfD 2018;Erststimmen AfD 2013;Zweitstimmen AfD 2018;Zweitstimmen AfD 2013; Gesamtstimmen AfD 2018;Gesamtstimmen AfD 2013;Parteiname;Bewerber LKR;Erststimmen LKR 2018;Erststimmen LKR 2013;Zweitstimmen LKR 2018;Zweitstimmen LKR 2013; Gesamtstimmen LKR 2018;Gesamtstimmen LKR 2013;Parteiname;Bewerber mut;Erststimmen mut 2018;Erststimmen mut 2013;Zweitstimmen mut 2018;Zweitstimmen mut 2013; Gesamtstimmen mut 2018;Gesamtstimmen mut 2013;Parteiname;Bewerber Die Humanisten;Erststimmen Die Humanisten 2018;Erststimmen Die Humanisten 2013;Zweitstimmen Die Humanisten 2018;Zweitstimmen Die Humanisten 2013; Gesamtstimmen Die Humanisten 2018;Gesamtstimmen Die Humanisten 2013;Parteiname;Bewerber Die PARTEI;Erststimmen Die PARTEI 2018;Erststimmen Die PARTEI 2013;Zweitstimmen Die PARTEI 2018;Zweitstimmen Die PARTEI 2013; Gesamtstimmen Die PARTEI 2018;Gesamtstimmen Die PARTEI 2013;Parteiname;Bewerber Gesundheitsforschung;Erststimmen Gesundheitsforschung 2018;Erststimmen Gesundheitsforschung 2013;Zweitstimmen Gesundheitsforschung 2018;Zweitstimmen Gesundheitsforschung 2013; Gesamtstimmen Gesundheitsforschung 2018;Gesamtstimmen Gesundheitsforschung 2013;Parteiname;Bewerber Tierschutzpartei;Erststimmen Tierschutzpartei 2018;Erststimmen Tierschutzpartei 2013;Zweitstimmen Tierschutzpartei 2018;Zweitstimmen Tierschutzpartei 2013; Gesamtstimmen Tierschutzpartei 2018;Gesamtstimmen Tierschutzpartei 2013;Parteiname;Bewerber V-Partei³;Erststimmen V-Partei³ 2018;Erststimmen V-Partei³ 2013;Zweitstimmen V-Partei³ 2018;Zweitstimmen V-Partei³ 2013; Gesamtstimmen V-Partei³ 2018;Gesamtstimmen V-Partei³ 2013;Parteiname;Bewerber Sonstige 2013;Erststimmen Sonstige 2013 2018;Erststimmen Sonstige 2013 2013;Zweitstimmen Sonstige 2013 2018;Zweitstimmen Sonstige 2013 2013; Gesamtstimmen Sonstige 2013 2018;Gesamtstimmen Sonstige 2013 2013;
505;Ansbach-Nord;29.10.2018;11:27;116901;80809;69,1;+7,8;80807;71799;80264;70848;543;951;80809;71798;80020;70570;789;1228;161616;143597;160284;141418;1332;2179;CSU;Schalk, Andreas;CSU;Schalk, Andreas;27191;28460;33650;32563;60841;61023;SPD;Ringler, Norbert;6193;13247;6743;13770;12936;27017;FREIE WÄHLER;Bauer, Dr. Peter;11391;7827;8478;6469;19869;14296;GRÜNE;Stümpfig, Martin;16252;9967;12281;6730;28533;16697;FDP;Hanel, Alexander;3058;2116;2545;1932;5603;4048;DIE LINKE;Beuckert, Michael;3349;1733;3649;1935;6998;3668;BP;Rinke, Klaus-Peter;512;450;384;709;896;1159;ÖDP;Brendle-Behnisch, Günther;1451;1942;1497;1882;2948;3824;PIRATEN;Reitmaier, Peter;626;1357;519;1317;1145;2674;DIE FRANKEN;Wagner, Klaus;1405;2162;869;1693;2274;3855;AfD;Meier, Johannes;8569;X;8310;X;16879;X;LKR;-;X;X;X;X;X;X;mut;-;X;X;254;X;254;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;-;X;X;525;X;525;X;Gesundheitsforschung;-;X;X;99;X;99;X;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;Sibai, Amina;267;X;217;X;484;X;Sonstige 2013;-;X;1587;X;1570;X;3157;
506;Ansbach-Süd, Weißenburg-Gunzenhausen;29.10.2018;11:27;125838;88638;70,4;+8,1;88523;78487;87875;77284;648;1203;88523;78546;87568;77002;955;1544;177046;157033;175443;154286;1603;2747;CSU;Westphal, Manuel;CSU;Westphal, Manuel;38239;37860;39713;39086;77952;76946;SPD;Dösel, Harald;7894;15289;6569;13369;14463;28658;FREIE WÄHLER;Hauber, Wolfgang;11898;7823;10877;7411;22775;15234;GRÜNE;Kucher, Winfried;12036;5134;13233;6875;25269;12009;FDP;Bartram, Gabriele;2439;1894;2311;1911;4750;3805;DIE LINKE;Rettlinger, Heinz;2685;1533;2444;1835;5129;3368;BP;Weigl, Michaela;637;781;459;624;1096;1405;ÖDP;Ebert, Reinhard;1408;1684;1294;1534;2702;3218;PIRATEN;Wanger, Markus;859;1650;657;1458;1516;3108;DIE FRANKEN;Bloos, Werner;975;1891;754;1348;1729;3239;AfD;Lang, Siegfried;8465;X;8214;X;16679;X;LKR;-;X;X;X;X;X;X;mut;-;X;X;241;X;241;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;-;X;X;492;X;492;X;Gesundheitsforschung;-;X;X;97;X;97;X;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;Moshammer, Daniel;340;X;213;X;553;X;Sonstige 2013;-;X;1745;X;1551;X;3296;
507;Erlangen-Höchstadt;29.10.2018;11:27;93197;71503;76,7;+7,8;71499;63701;71111;62838;388;863;71498;63701;70914;62803;584;898;142997;127402;142025;125641;972;1761;CSU;Nussel, Walter;CSU;Nussel, Walter;24915;25811;28515;29821;53430;55632;SPD;Hiersemann, Alexandra;9327;15103;6716;12839;16043;27942;FREIE WÄHLER;Enz, Christian;8487;6868;7303;6219;15790;13087;GRÜNE;Marschall, Astrid;13371;5496;13622;5769;26993;11265;FDP;Ekrem, Boulent;2985;2599;3126;2003;6111;4602;DIE LINKE;Eitel, Lukas;2353;1623;2310;1641;4663;3264;BP;Kral, Manfred;506;734;298;428;804;1162;ÖDP;Reinhart, Manfred;908;693;712;672;1620;1365;PIRATEN;Radojevic, Daniel;547;1362;465;1233;1012;2595;DIE FRANKEN;Ackermann, Carola;1009;1684;682;1305;1691;2989;AfD;Meister, Michael;6703;X;6337;X;13040;X;LKR;-;X;X;X;X;X;X;mut;-;X;X;148;X;148;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;-;X;X;455;X;455;X;Gesundheitsforschung;-;X;X;84;X;84;X;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;-;X;X;141;X;141;X;Sonstige 2013;-;X;865;X;873;X;1738;
508;Erlangen-Stadt;29.10.2018;11:27;86334;65349;75,7;+8,5;65340;57984;64968;57415;372;569;65341;57991;64706;57291;635;700;130681;115975;129674;114706;1007;1269;CSU;Herrmann, Joachim;CSU;Herrmann, Joachim;21087;23079;19413;21605;40500;44684;SPD;Dees, Dr. Philipp;7834;14243;8205;14499;16039;28742;FREIE WÄHLER;Moll, Dr. Gunther;4226;3589;3927;3168;8153;6757;GRÜNE;Zwanziger, Christian;16990;8587;17353;8465;34343;17052;FDP;Fischbach, Matthias;3767;1918;4030;2911;7797;4829;DIE LINKE;Salzbrunn, Anton;3503;1739;3672;2126;7175;3865;BP;Bogacki, Rafael;227;267;144;259;371;526;ÖDP;Höppel, Frank;1610;962;1507;1207;3117;2169;PIRATEN;Purzner, Jürgen;819;1488;667;1641;1486;3129;DIE FRANKEN;Sommerkorn, Klaus;489;1036;451;870;940;1906;AfD;Jentzsch, René;4228;X;4382;X;8610;X;LKR;-;X;X;X;X;X;X;mut;Turetschek, Herbert;188;X;190;X;378;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;-;X;X;501;X;501;X;Gesundheitsforschung;-;X;X;91;X;91;X;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;-;X;X;173;X;173;X;Sonstige 2013;-;X;507;X;540;X;1047;
509;Fürth;29.10.2018;11:27;130725;89054;68,1;+7,9;89051;78082;88399;76862;652;1220;89050;77907;88271;76974;779;933;178101;155989;176670;153836;1431;2153;CSU;Guttenberger, Petra;CSU;Guttenberger, Petra;28044;29545;31325;31126;59369;60671;SPD;Arnold, Horst;13577;21894;11919;21196;25496;43090;FREIE WÄHLER;Beck, Stephan;5786;4587;5008;3628;10794;8215;GRÜNE;Fuchs, Barbara;18066;7626;17700;8085;35766;15711;FDP;Eichmann, Stephan;4307;2317;4127;2658;8434;4975;DIE LINKE;Haupt, Niklas;5704;3322;5232;3254;10936;6576;BP;Brendecke, Fatimah;393;739;356;496;749;1235;ÖDP;Malowaniec, Dr. Krzysztof;675;801;686;842;1361;1643;PIRATEN;Vogel, Hilmar;1071;2527;771;2304;1842;4831;DIE FRANKEN;Wagner, Martin;950;1809;677;1779;1627;3588;AfD;Pleyer, Claus-Georg;9455;X;8993;X;18448;X;LKR;-;X;X;X;X;X;X;mut;-;X;X;213;X;213;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;-;X;X;856;X;856;X;Gesundheitsforschung;-;X;X;119;X;119;X;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;Erler, Marie Alin;371;X;289;X;660;X;Sonstige 2013;-;X;1695;X;1606;X;3301;
510;Neustadt a.d.Aisch-Bad Windsheim, Fürth-Land;29.10.2018;11:27;124520;92462;74,3;+7,6;92459;82237;91913;81263;546;974;92453;82232;91622;80793;831;1439;184912;164469;183535;162056;1377;2413;CSU;Herold, Hans;CSU;Herold, Hans;38167;40180;41500;40898;79667;81078;SPD;Scheuenstuhl, Harry;11311;17781;8600;15810;19911;33591;FREIE WÄHLER;Schmidt, Gabi;11733;6761;8810;5858;20543;12619;GRÜNE;Höftmann, André;12133;5695;13780;7123;25913;12818;FDP;Fleischer, Franz;2884;1776;3172;1809;6056;3585;DIE LINKE;Förster, Henry;2913;1711;3308;1934;6221;3645;BP;Brendecke, Michael;613;708;433;704;1046;1412;ÖDP;Osterlänger, Jürgen;1285;1712;1071;1506;2356;3218;PIRATEN;Warsinke, Stefan;689;1453;558;1613;1247;3066;DIE FRANKEN;Kistler, Karola;1098;1963;826;1933;1924;3896;AfD;Swoboda, Raimund;8761;X;8353;X;17114;X;LKR;-;X;X;X;X;X;X;mut;-;X;X;208;X;208;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;-;X;X;635;X;635;X;Gesundheitsforschung;-;X;X;105;X;105;X;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;Fischer, Michaela;326;X;263;X;589;X;Sonstige 2013;-;X;1523;X;1605;X;3128;
511;Nürnberger Land;29.10.2018;11:27;108649;82635;76,1;+7,6;82634;74343;82005;73325;629;1018;82634;74343;81916;73093;718;1250;165268;148686;163921;146418;1347;2268;CSU;Dünkel, Norbert;CSU;Dünkel, Norbert;30498;30303;34356;33424;64854;63727;SPD;Lipka, Andrea;11492;19001;9166;16764;20658;35765;FREIE WÄHLER;Feisthammel, Angelika;8284;8640;7782;7068;16066;15708;GRÜNE;Drechsler, Gabriele;13119;6647;13388;6885;26507;13532;FDP;Scharf, Luca;3002;1361;2704;1676;5706;3037;DIE LINKE;Wiedmann, René;3051;1501;2963;1617;6014;3118;BP;Häring, Martin;446;305;322;367;768;672;ÖDP;Spiegel, Norbert;753;714;669;885;1422;1599;PIRATEN;Ceglar, Michael;902;1363;704;1354;1606;2717;DIE FRANKEN;Brandl, Andreas;1253;2061;969;1595;2222;3656;AfD;Müller, Dr. Ralph;8433;X;7618;X;16051;X;LKR;-;X;X;X;X;X;X;mut;Philipp, Susanne;351;X;336;X;687;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;-;X;X;589;X;589;X;Gesundheitsforschung;-;X;X;101;X;101;X;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;Dischner, Doris;421;X;249;X;670;X;Sonstige 2013;-;X;1429;X;1458;X;2887;
512;Roth;29.10.2018;11:27;97763;73692;75,4;+7,4;73688;65823;73183;64904;505;919;73692;65824;73090;64763;602;1061;147380;131647;146273;129667;1107;1980;CSU;Bauer, Volker;CSU;Bauer, Volker;27013;27304;32621;31035;59634;58339;SPD;Schneider, Marcel;8489;16506;6581;14692;15070;31198;FREIE WÄHLER;Schneider, Thomas;10986;8085;7771;6197;18757;14282;GRÜNE;Hofmann, Andreas;10519;4488;11257;4501;21776;8989;FDP;Stromberger, Stefan;2671;1336;2425;1758;5096;3094;DIE LINKE;Schwarz, Tino;1999;1307;2174;1399;4173;2706;BP;Mauderer, Josef;754;828;388;552;1142;1380;ÖDP;Wolkersdorfer, Roland;841;923;662;720;1503;1643;PIRATEN;Rank, Wolfgang;519;1242;513;1250;1032;2492;DIE FRANKEN;Gattenlöhner, Robert;931;1708;781;1575;1712;3283;AfD;Mang, Ferdinand;7349;X;6830;X;14179;X;LKR;-;X;X;X;X;X;X;mut;-;X;X;162;X;162;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;Volkert, Patrick;584;X;611;X;1195;X;Gesundheitsforschung;Beyerlein, Andrea;244;X;126;X;370;X;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;Streck, Markus;284;X;188;X;472;X;Sonstige 2013;-;X;1177;X;1084;X;2261;
601;Aschaffenburg-Ost;29.10.2018;11:27;88618;64677;73,0;+9,1;64676;57170;64086;56319;590;851;64675;57168;63762;55844;913;1324;129351;114338;127848;112163;1503;2175;CSU;Gerlach, Judith;CSU;Gerlach, Judith;25766;29746;26520;28199;52286;57945;SPD;Fotokehagias, Michail;6013;11883;7996;11250;14009;23133;FREIE WÄHLER;Ries, Norbert;6438;3393;4130;3123;10568;6516;GRÜNE;Goll, Volker;10392;4590;10217;6622;20609;11212;FDP;Kaltenhauser, Dr. Helmut;4290;1500;3523;1806;7813;3306;DIE LINKE;Diekmann, Peter;1858;891;1711;884;3569;1775;BP;Rönninger, Karl-Heinz;453;672;519;686;972;1358;ÖDP;Peeters, Walther;583;624;577;512;1160;1136;PIRATEN;-;X;1164;258;1147;258;2311;DIE FRANKEN;Weber, Franz;345;964;337;591;682;1555;AfD;Junker, Klaus Uwe;6958;X;6638;X;13596;X;LKR;-;X;X;X;X;X;X;mut;-;X;X;102;X;102;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;Ritter, Markus;712;X;569;X;1281;X;Gesundheitsforschung;-;X;X;X;X;X;X;Tierschutzpartei;-;X;X;439;X;439;X;V-Partei³;Dietzler, Sabine;278;X;226;X;504;X;Sonstige 2013;-;X;892;X;1024;X;1916;
602;Aschaffenburg-West;29.10.2018;11:27;93388;62521;66,9;+8,4;62518;54998;61954;54181;564;817;62513;54997;61390;53353;1123;1644;125031;109995;123344;107534;1687;2461;CSU;Bausback, Prof.Dr. Winfried;CSU;Bausback, Prof.Dr. Winfried;23081;23227;22917;26086;45998;49313;SPD;Fehlner, Martina;9099;13097;6857;11263;15956;24360;FREIE WÄHLER;Fahn, Dr. Hans Jürgen;3311;2404;3676;2621;6987;5025;GRÜNE;Wagener, Stefan;11526;8350;11404;5998;22930;14348;FDP;Kolb, Peter;3838;2205;3798;2096;7636;4301;DIE LINKE;Schäffer, Tobias;2063;995;2418;1025;4481;2020;BP;Nix, Benjamin;435;947;432;797;867;1744;ÖDP;Lang, Rudolf;723;692;955;749;1678;1441;PIRATEN;-;X;1263;320;1339;320;2602;DIE FRANKEN;-;X;X;162;385;162;385;AfD;Sacher, Alfred;6745;X;7076;X;13821;X;LKR;-;X;X;X;X;X;X;mut;-;X;X;158;X;158;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;Portscher, Andreas;854;X;621;X;1475;X;Gesundheitsforschung;-;X;X;X;X;X;X;Tierschutzpartei;-;X;X;407;X;407;X;V-Partei³;Specht, Michael;279;X;189;X;468;X;Sonstige 2013;-;X;1001;X;994;X;1995;
603;Bad Kissingen;29.10.2018;11:27;98551;71249;72,3;+7,5;71249;64854;70687;63973;562;881;71245;64854;70335;63593;910;1261;142494;129708;141022;127566;1472;2142;CSU;Kirchner, Sandro;CSU;Kirchner, Sandro;34992;34809;35245;37700;70237;72509;SPD;Schaub, Norbert;5583;12227;5253;9513;10836;21740;FREIE WÄHLER;Kleren, Matthias;6661;5439;5615;4081;12276;9520;GRÜNE;Shah, Yatin;8151;3202;7885;3537;16036;6739;FDP;Hofstetter, Dr. Hans-Joachim;2961;2031;2464;1842;5425;3873;DIE LINKE;Hänsch, Christian;2720;2010;2380;1736;5100;3746;BP;Sadlo, Franz;611;893;566;444;1177;1337;ÖDP;Reinhard, Michaela;702;890;550;638;1252;1528;PIRATEN;-;X;1297;443;1180;443;2477;DIE FRANKEN;Thüngen Freifrau von, Christiane;944;X;1033;1693;1977;1693;AfD;Lippold-Eggen, Freia;7362;X;7432;X;14794;X;LKR;-;X;X;X;X;X;X;mut;-;X;X;408;X;408;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;-;X;X;364;X;364;X;Gesundheitsforschung;-;X;X;X;X;X;X;Tierschutzpartei;-;X;X;535;X;535;X;V-Partei³;-;X;X;162;X;162;X;Sonstige 2013;-;X;1175;X;1229;X;2404;
604;Haßberge, Rhön-Grabfeld;29.10.2018;11:27;116347;84707;72,8;+7,2;84707;76996;84051;76107;656;889;84707;76996;83683;75503;1024;1493;169414;153992;167734;151610;1680;2382;CSU;Vogel, Steffen;CSU;Vogel, Steffen;39420;39797;42451;43728;81871;83525;SPD;Eckert van, René;6323;12975;6471;11632;12794;24607;FREIE WÄHLER;Pittner, Gerald;9029;6504;5843;5979;14872;12483;GRÜNE;Reder-Zirkelbach, Birgit;10645;5030;9687;4524;20332;9554;FDP;Schenk Graf von Stauffenberg, Karl;3324;2209;3452;1428;6776;3637;DIE LINKE;Beck, Florian;3339;2244;2790;2103;6129;4347;BP;Hess, Oliver;853;781;834;664;1687;1445;ÖDP;Albert, Klemens;1162;1638;787;1175;1949;2813;PIRATEN;-;X;1517;334;1474;334;2991;DIE FRANKEN;Fischer, Horst;1408;2350;823;1641;2231;3991;AfD;Geßner, Patrick;8548;X;8552;X;17100;X;LKR;-;X;X;X;X;X;X;mut;-;X;X;417;X;417;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;-;X;X;486;X;486;X;Gesundheitsforschung;-;X;X;X;X;X;X;Tierschutzpartei;-;X;X;535;X;535;X;V-Partei³;-;X;X;221;X;221;X;Sonstige 2013;-;X;1062;X;1155;X;2217;
605;Kitzingen;29.10.2018;11:27;86670;63349;73,1;+7,9;63349;56567;62826;55833;523;734;63349;56561;62635;55414;714;1147;126698;113128;125461;111247;1237;1881;CSU;Becker, Barbara;CSU;Becker, Barbara;24454;28346;28436;30664;52890;59010;SPD;Kößler, Dr. Jürgen;5101;8929;4852;9004;9953;17933;FREIE WÄHLER;Stierhof, Frank;9913;8004;6809;5452;16722;13456;GRÜNE;Plate, Hans;9547;3458;8434;3407;17981;6865;FDP;Müller, Hans;2939;1387;2246;1106;5185;2493;DIE LINKE;Pfaff, Christine;1933;1404;1738;1177;3671;2581;BP;Hartmann, Uwe;1290;1202;1000;848;2290;2050;ÖDP;Paulus-Hildner, Silvia;703;998;606;908;1309;1906;PIRATEN;-;X;1251;270;1048;270;2299;DIE FRANKEN;-;X;X;328;791;328;791;AfD;Klingen, Christian;6328;X;6242;X;12570;X;LKR;-;X;X;X;X;X;X;mut;Riegler, Julia;618;X;536;X;1154;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;-;X;X;379;X;379;X;Gesundheitsforschung;-;X;X;X;X;X;X;Tierschutzpartei;-;X;X;624;X;624;X;V-Partei³;-;X;X;135;X;135;X;Sonstige 2013;-;X;854;X;1009;X;1863;
606;Main-Spessart;29.10.2018;11:27;99733;74035;74,2;+7,3;74035;67626;73394;66768;641;858;74035;67627;73149;66252;886;1375;148070;135253;146543;133020;1527;2233;CSU;Schwab, Thorsten;CSU;Schwab, Thorsten;28361;28784;32381;34561;60742;63345;SPD;Gottschalk, Sven;9274;12458;7345;11199;16619;23657;FREIE WÄHLER;Stolz, Anna;10358;11902;6741;7134;17099;19036;GRÜNE;Münch, Gregor;9376;5409;10901;4994;20277;10403;FDP;Sander, Peter;3137;1074;2786;1170;5923;2244;DIE LINKE;Häuslein, Stefan;1997;939;1837;1062;3834;2001;BP;Herberich, Matthias;591;713;502;617;1093;1330;ÖDP;Pröstler, Herbert;358;582;343;610;701;1192;PIRATEN;Lukas, Mirco;460;1482;366;1321;826;2803;DIE FRANKEN;Hubrich, Joachim;1261;2237;1240;2517;2501;4754;AfD;Schreck, Kurt;6751;X;6728;X;13479;X;LKR;-;X;X;X;X;X;X;mut;Lemmer, Thomas;206;X;347;X;553;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;-;X;X;458;X;458;X;Gesundheitsforschung;-;X;X;X;X;X;X;Tierschutzpartei;Sänger, Svenja;984;X;830;X;1814;X;V-Partei³;Großhans, Heinz;280;X;344;X;624;X;Sonstige 2013;-;X;1188;X;1067;X;2255;
607;Miltenberg;29.10.2018;11:27;95271;66744;70,1;+7,4;66744;60204;66181;59240;563;964;66743;60204;65786;58721;957;1483;133487;120408;131967;117961;1520;2447;CSU;Rüth, Berthold;CSU;Rüth, Berthold;25832;27445;26530;28609;52362;56054;SPD;Pischinger, Jörg;6761;11488;7312;10722;14073;22210;FREIE WÄHLER;Schötterl, Bernd;9120;7226;8089;7577;17209;14803;GRÜNE;Schneider, Joachim;9725;4099;8809;4611;18534;8710;FDP;Zimmermann, Frank;3431;3730;3479;1746;6910;5476;DIE LINKE;Liebl, Georg;2142;1304;1895;935;4037;2239;BP;Fieger, Christian;827;796;540;596;1367;1392;ÖDP;Winter, Wolfgang;726;1102;527;1277;1253;2379;PIRATEN;-;X;1115;277;1062;277;2177;DIE FRANKEN;-;X;X;228;568;228;568;AfD;Mahler, Daniela;6704;X;6696;X;13400;X;LKR;-;X;X;X;X;X;X;mut;-;X;X;131;X;131;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;Schnatz, Pascal;913;X;627;X;1540;X;Gesundheitsforschung;-;X;X;X;X;X;X;Tierschutzpartei;-;X;X;464;X;464;X;V-Partei³;-;X;X;182;X;182;X;Sonstige 2013;-;X;935;X;1018;X;1953;
608;Schweinfurt;29.10.2018;11:27;111113;76742;69,1;+7,1;76741;70038;76120;69092;621;946;76738;70025;75752;68671;986;1354;153479;140063;151872;137763;1607;2300;CSU;Eck, Gerhard;CSU;Eck, Gerhard;30212;33650;33132;36861;63344;70511;SPD;Petersen, Kathi;8396;15531;6996;12615;15392;28146;FREIE WÄHLER;Schneider, Dr. Ulrike;7491;5169;6194;4279;13685;9448;GRÜNE;Knoblach, Paul;11065;5563;10301;5484;21366;11047;FDP;Bock, Gunnar;2883;1605;2885;1667;5768;3272;DIE LINKE;Striesow, Robert;3358;2553;3275;2748;6633;5301;BP;Gilbert, Uta;895;1071;920;713;1815;1784;ÖDP;Bretscher, Stefan;604;704;469;606;1073;1310;PIRATEN;-;X;1186;325;1203;325;2389;DIE FRANKEN;Tartsch, Detlef;528;X;554;1145;1082;1145;AfD;Graupner, Richard;9619;X;8854;X;18473;X;LKR;-;X;X;X;X;X;X;mut;-;X;X;401;X;401;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;-;X;X;553;X;553;X;Gesundheitsforschung;-;X;X;X;X;X;X;Tierschutzpartei;Kraft, Jaqueline;815;X;639;X;1454;X;V-Partei³;Ortloff, Christian;254;X;254;X;508;X;Sonstige 2013;-;X;2060;X;1350;X;3410;
609;Würzburg-Land;29.10.2018;11:27;117914;91370;77,5;+6,9;91374;82818;90681;81911;693;907;91370;82816;90485;81577;885;1239;182744;165634;181166;163488;1578;2146;CSU;Ländner, Manfred;CSU;Ländner, Manfred;35045;39598;38648;42658;73693;82256;SPD;Halbleib, Volkmar;11025;19334;9255;16571;20280;35905;FREIE WÄHLER;Rützel, Thomas;8239;4474;7598;4447;15837;8921;GRÜNE;Celina, Kerstin;17569;7728;16300;7993;33869;15721;FDP;Kuhl, Wolfgang;4490;2270;4110;2046;8600;4316;DIE LINKE;Hansen, Kevin-Christopher;2653;1623;2503;1435;5156;3058;BP;Gilbert, Raimund;481;814;593;582;1074;1396;ÖDP;Welzenbach, Patricia;665;893;656;1003;1321;1896;PIRATEN;-;X;1750;415;1589;415;3339;DIE FRANKEN;Konrad, Dr. Herbert;1307;1732;829;1537;2136;3269;AfD;Gebhardt, Michael;7170;X;7201;X;14371;X;LKR;-;X;X;X;X;X;X;mut;Höfner, Julian;599;X;595;X;1194;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;-;X;X;633;X;633;X;Gesundheitsforschung;-;X;X;X;X;X;X;Tierschutzpartei;Bremer, Sabrina;1192;X;873;X;2065;X;V-Partei³;Schmitt, Bertram;246;X;276;X;522;X;Sonstige 2013;-;X;1695;X;1716;X;3411;
